4.78551,-0.560907127123639,1.18131,4.87249,-0.583945472664081,1.08991,4.89251,-0.587276421533348,1.18238,4.95049,-0.592805131708863,1.09662,4.994245,-0.592956437883715,1.123455,5.05192,-0.587927362352415,1.21451,5.1432,-0.567810483746026,1.12342,5.16678,-0.560143666750769,1.01774,5.2539,-0.522788163222251,1.05254,5.28466,-0.506142525155688,1.04438,5.29603,-0.499525674474589,0.89864,5.37206,-0.448631464867182,1.07949,5.457245,-0.374067836272038,1.20392,5.48136,-0.3497716090552,1.09541,5.52665,-0.301040767879996,0.969950000000001,5.58297,-0.235835947212931,1.060165,5.637475,-0.169231963048768,0.890445,5.68802,-0.0944030144327264,0.80667,5.69893,-0.0758640577961493,0.912510000000001,5.7464,0.00926215458499798,1.041455,5.75862,0.0314281522787893,1.00451,5.8129,0.123769205280076,0.927600000000002,5.843765,0.17160208978778,0.974724999999999,5.87007,0.216825555399492,0.943280000000001,5.88919,0.251039261952095,0.82602,5.930455,0.323535965820915,0.927019999999999,5.941505,0.341644223330737,0.842600000000001,5.9568,0.365144066589266,0.710719999999998,5.97875,0.394801418285262,0.699729999999999,5.99226,0.412091659729585,0.673490000000001,6.01054,0.435799212746968,0.643429999999999,6.0155,0.442184073440963,0.77863,6.043115,0.476172734530217,0.804955,6.06347,0.498193210952508,0.706099999999999,6.07278,0.507486255411468,0.950135,6.08448,0.519153255494146,0.759675000000001,6.10199,0.536052298781102,0.652570000000001,6.10519,0.539009310785872,0.805399999999999,6.10644,0.540150039202968,0.722429999999999,6.140545,0.567742320720051,0.944974999999999,6.16144,0.582433642603179,1.062535,6.17032,0.588250712625504,0.785779999999999,6.17686,0.592370441675615,0.66583,6.21458666666667,0.613368367116856,0.752483333333299,6.23461,0.622560429500674,0.799810000000001,6.247125,0.627142192626548,0.860955000000001,6.30364,0.633657821848228,0.773769999999999,6.32555,0.632313013048483,0.722090000000001,6.34468,0.630533035757581,0.629750000000001,6.35757,0.629353124377628,1.05669,6.390635,0.627899540615802,0.66217,6.40745,0.627403844571131,0.688445000000002,6.474605,0.613804602490635,0.719545,6.55395,0.584768901755337,0.721636666666701,6.596475,0.56909372782659,0.714635000000001,6.617375,0.562455776414885,0.69126,6.637735,0.557023069713257,0.687580000000001,6.69085,0.54110225876611,0.81935,6.708985,0.534769447239421,0.748239999999999,6.7795,0.507479430125729,0.556069999999998,6.85419,0.477293997584769,0.724229999999999,6.86883,0.471617829322594,0.73321,6.94284,0.441181534574644,0.744810000000001,6.95291,0.436740512776142,0.731089999999998,6.99657,0.416774995492492,0.63541,7.10166,0.364973573041425,0.633040000000001,7.152075,0.338869079140756,0.865504999999999,7.23843333333333,0.293015308351718,0.680616666666701,7.378725,0.210916788115751,0.715129999999998,7.41459,0.18842173582614,0.565580000000001,7.42453,0.182089269722742,0.8172,7.542925,0.103708006543308,0.835934999999999,7.70024,-0.0073199685650087,0.66621,8.01373,-0.241243364680615,0.571149999999999,8.05938,-0.276625350245968,0.635840000000002,8.158705,-0.356118640146965,0.657274999999998,8.18936,-0.381245814048874,0.525189999999998,8.38698333333333,-0.547802807338033,0.561263333333301,8.654345,-0.776793961997238,0.59094,8.65743,-0.779405703290744,0.62424,8.74131,-0.851031172073294,0.559975000000001,8.91248,-1.00054516059317,0.620719999999999,9.00393,-1.08203343249626,0.637799999999999,9.229075,-1.28644353065729,0.643004999999999,9.31129,-1.3621458154849,0.611090000000001,9.37695,-1.42296313119007,0.552965,9.53791,-1.57362068908827,0.80452,9.61941,-1.65082087281876,0.592455000000001,9.82965,-1.85311857009389,0.492599999999999,10.02658,-2.04715601752741,0.435839999999999,"DamianLillard"
"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","abbrName"
5.21562,-0.823656932349367,0.287034999999999,5.243695,-0.846745976650713,0.333245000000002,5.311885,-0.898067255856078,0.854154999999999,5.3488,-0.923020765432208,0.903210000000001,5.39644,-0.952266335207408,1.04717,5.452875,-0.982593632008136,0.897575,5.505645,-1.0068001635987,0.907695,5.56477,-1.02917180302914,0.915164999999998,5.62683,-1.04725324239778,1.02499,5.72774,-1.06484153169805,-1.06512,5.802295,-1.06843762110613,0.88184,5.849055,-1.06690235934375,1.00468,5.92857,-1.0592602119158,0.997820000000001,5.996335,-1.04713193958455,0.813079999999999,6.098895,-1.01736203433275,1.040035,6.172415,-0.986415933332598,0.879935,6.22946,-0.956247129562581,0.78323,6.299105,-0.913313556472619,1.0221,6.393455,-0.84675183014907,0.951315000000001,6.438535,-0.809970872191222,0.847754999999999,6.519315,-0.733245954796088,0.961504999999999,6.56315,-0.684655737235556,0.736989999999999,6.62576,-0.602563840305696,0.772655,6.691395,-0.487162186107698,0.839510000000001,6.715,-0.441152130026698,1.14273,6.75636,-0.359223940924014,0.778690000000001,6.79368,-0.287664590526695,-0.90624,6.822805,-0.236016760050314,-0.844245000000001,6.84889,-0.192377762598276,0.5548,6.86962,-0.153654208905783,0.690135000000001,6.89246,-0.108589507706292,0.47044,6.91212,-0.0700469962402711,0.889289999999999,6.92831,-0.0399383517846558,0.396885000000001,6.94437,-0.0125843491070209,0.495139999999999,6.954045,0.00423523331643326,0.538654999999999,6.97178,0.0375137658153531,0.564105000000001,6.98498,0.063077822203249,0.356079999999999,7.00127,0.0938373987664568,0.612079999999999,7.015365,0.11833034700077,0.802669999999999,7.02451,0.13264580771308,0.979759999999999,7.038825,0.156223952238739,0.571425000000001,7.05159,0.178774795782385,0.316189999999999,7.06355,0.200344173486461,0.612220000000001,7.08192,0.232505954895764,0.771260000000002,7.102815,0.264516195205948,0.599730000000001,7.122805,0.291192524252184,0.432410000000001,7.147,0.322991884419958,0.583179999999999,7.17397,0.35705836059419,0.374955,7.19247,0.379130231475835,0.459230000000002,7.22081,0.410136730830084,0.705480000000001,7.26329,0.448059951937528,0.72383,7.297005,0.468810140082394,0.38259,7.340575,0.485037599647779,0.465140000000002,7.373155,0.491213167257657,0.43083,7.43023,0.494349687864217,0.259979999999999,7.48561,0.494148734438683,0.580559999999998,7.562415,0.496507374800688,-0.552575000000001,7.59271,0.492674955909338,0.494615,7.66354,0.474555046773946,0.515599999999999,7.688555,0.466932986466225,0.608345,7.72392,0.456776082298083,0.746220000000001,7.77259,0.446701710637401,0.479685,7.815635,0.439766321932668,0.593785,7.83157,0.436695194652796,0.594245000000001,7.90747,0.41923520186135,0.379940000000001,7.94421,0.409613627162553,0.786560000000001,7.989215,0.397345001026602,0.403144999999999,8.02311,0.388002163965278,0.644410000000001,8.068195,0.374564324114312,0.650510000000001,8.11163,0.360302294742721,0.40729,8.14482,0.348602322133313,0.389634999999998,8.1879,0.332466998122562,0.740300000000001,8.239505,0.311865794883083,0.532679999999999,8.298365,0.286783828737385,0.445430000000002,8.337335,0.268968688696186,0.540865,8.42653,0.224556592481263,0.578330000000001,8.53335,0.165271441359425,0.400945,8.637575,0.101777790122645,0.491305000000001,8.827705,-0.0259923757988418,0.283225000000002,9.00376,-0.159135018452082,0.715489999999999,9.155635,-0.285092221088427,0.383975,9.314315,-0.425866923400595,0.387875000000001,9.470555,-0.571903092734814,0.482275000000001,9.69269,-0.788809302126051,0.557220000000001,9.826255,-0.922809243906344,0.500859999999999,9.972275,-1.07385838092809,0.230219999999999,10.256415,-1.38361323336238,0.495995000000001,10.32495,-1.4615012474311,0.347239999999999,10.48396,-1.64703207962897,-0.509575000000002,10.91752,-2.18776089983206,0.547080000000001,"DaniloGallinari"
"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","abbrName"
4.77236,-0.595252949713094,0.261690000000002,4.869585,-0.571319370195475,0.262650000000001,4.92461,-0.553105289187977,0.23704,4.92828,-0.551757804447174,0.646525,5.00099,-0.521367182306123,0.455805000000002,5.0062,-0.518907068699753,0.292204999999999,5.132755,-0.448182859223423,0.348575,5.156985,-0.432444166993463,0.367384999999999,5.20311,-0.400756839971629,0.169899999999998,5.256215,-0.361700213815014,0.513445000000001,5.312695,-0.317478279651689,0.452404999999999,5.32553,-0.307081689499885,0.175875000000001,5.456685,-0.182396689380166,0.340205000000001,5.489695,-0.147837089746203,0.591785000000002,5.493475,-0.143862131004995,0.143225000000001,5.51428,-0.122000450442983,0.0768500000000003,5.55343,-0.0813473528378621,0.251270000000002,5.55565,-0.0790746984161749,0.362839999999998,5.637045,0.017339826567643,0.167065000000001,5.72105,0.124851238602174,-0.0361100000000008,5.74756,0.155837353965823,0.218450000000001,5.75426,0.163230420806546,0.0685099999999998,5.76398,0.173585143637145,0.17184,5.78911,0.200954422575568,0.283225000000002,5.849545,0.270851656449494,0.259595000000001,5.857545,0.279871501295736,0.0185749999999985,5.88237,0.306529237255178,0.212890000000002,5.896315,0.320292082560946,-0.0630650000000017,5.900535,0.324242423180616,0.120039999999999,5.94689,0.36796709153212,-0.0435550000000013,5.976145,0.395205931527006,-0.0403699999999994,6.01625,0.429580503311619,0.0868549999999999,6.02641,0.437426392022532,0.0818300000000001,6.03169,0.441330684652615,0.200749999999999,6.0597,0.460721752527927,0.127549999999999,6.09121,0.482055174548476,-0.13663,6.12355,0.502861320582844,-0.121395,6.13885,0.512071110494769,-0.147770000000001,6.16868,0.528406755863179,-0.0575299999999999,6.202545,0.543620011291396,0.0249449999999989,6.241575,0.555549392579397,-0.0833149999999989,6.24419,0.556119243803312,-0.255140000000001,6.308365,0.562869287307491,-0.0229050000000015,6.3208,0.562902211712437,-0.0324799999999996,6.37505,0.560292463027214,0.0959900000000005,6.40587,0.55794192432516,-0.154875000000001,6.422185,0.556009554545386,0.044789999999999,6.453665,0.54915062438613,0.0400449999999992,6.4858,0.539577381606741,-0.165085000000001,6.531795,0.52540839284535,0.159970000000001,6.536165,0.524220480165652,-0.000424999999999898,6.54425,0.522017116114469,-0.117650000000001,6.63307,0.487792035334179,-0.116275000000002,6.640565,0.484261672019025,-0.0776299999999992,6.68176,0.463808060616644,-0.0677100000000017,6.77961,0.413419370822117,-0.1753,6.82331,0.393107689377506,-0.121310000000001,6.827565,0.391249408916592,-0.126645,6.85105,0.380427170770475,-0.00724500000000106,6.88464,0.363491269003546,-0.169364999999999,6.893765,0.358639781482654,-0.128509999999999,6.90454,0.352793359433824,-0.0643700000000003,7.072555,0.255105765551707,-0.157084999999999,7.118855,0.228437874372235,-0.0380450000000003,7.13456,0.219174982204228,0.0230250000000005,7.171765,0.196843987269971,0.0452499999999993,7.24221,0.15331713724749,-0.0938400000000001,7.34967,0.0848683897013302,0.00635499999999922,7.4721,0.0029461924006852,-0.0840999999999994,7.540295,-0.0451109908398975,-0.156825000000001,7.575045,-0.0701685174110564,0.160155,7.750395,-0.201220150067816,0.15232,7.75907,-0.207860768280543,-0.166840000000001,7.86801,-0.292056673385409,-0.011099999999999,7.92524,-0.337598082975404,0.102094999999998,7.94142,-0.350809689936117,-0.0783699999999996,8.20417,-0.577719928705819,-0.132725000000001,8.39531,-0.743554002389046,-0.124199999999998,8.48746,-0.818886125846423,-0.302530000000001,8.54081,-0.861341832289549,-0.200485,8.62362,-0.92771190233376,-0.0319399999999987,8.65583,-0.953574072183269,-0.135079999999999,8.686355,-0.978059276316928,-0.247769999999999,8.853465,-1.11037762408262,-0.106484999999999,8.930195,-1.16926736800592,-0.268219999999999,9.20251,-1.37075643014921,-0.0487000000000002,9.22869,-1.38966568566474,0.0225749999999998,9.35338,-1.47867517821172,-0.0279699999999998,9.453785,-1.54912841731812,-0.102385000000002,9.89565,-1.8474427591215,-0.0404300000000006,"DarrenCollison"
"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","abbrName"
5.0984,-1.15055427145987,0.61336,5.1514,-1.14521362518737,0.755365000000001,5.173,-1.14281585497103,0.819025,5.173345,-1.14277665008933,0.631685000000001,5.17823,-1.14221863013146,0.5825,5.22203,-1.13699747548009,0.720965,5.22269,-1.13691610936935,0.839054999999998,5.22707,-1.13637280261353,0.530909999999999,5.250215,-1.13340855516751,0.55002,5.25938,-1.13219314329321,0.627189999999999,5.26287,-1.13172436309409,0.749559999999999,5.276865,-1.12981259572922,0.693954999999999,5.283955,-1.12882546270024,0.729884999999999,5.307905,-1.12539726563345,0.791779999999999,5.31093,-1.12495347876976,0.647704999999998,5.35146,-1.11875227776525,0.765734999999999,5.35463,-1.11824605000792,0.596515,5.36709,-1.11622494108645,0.618659999999998,5.37575,-1.11479654765733,0.654055,5.391625,-1.11213293877122,0.719139999999999,5.406445,-1.10959008133107,0.780065,5.44928,-1.10189920737168,0.66938,5.49756,-1.09253154134116,0.71669,5.520135,-1.0879290490316,0.712295000000001,5.52338,-1.0872616173366,0.819624999999998,5.527385,-1.08643544239339,0.608905,5.54944,-1.08183005143353,0.777875000000002,5.609595,-1.06859352590246,0.662739999999999,5.649435,-1.0590600571216,0.648965,5.6849,-1.05047362678531,0.697324999999999,5.689865,-1.04930001199252,0.663585000000001,5.785525,-1.02654182673225,0.790794999999999,5.87733,-1.00061896256145,0.768854999999999,5.883325,-0.998656261695784,0.699680000000001,5.98696,-0.971775915854122,0.59338,6.099685,-0.94778568102777,0.682545000000001,6.162245,-0.930126528395895,0.737539999999999,6.182965,-0.922852653428104,0.782579999999999,6.306615,-0.856603910941499,0.695180000000001,6.35833,-0.813394380621361,0.519490000000001,6.48971,-0.624089801223149,0.533159999999999,6.510835,-0.58534465140762,0.753965000000001,6.544195,-0.522143145972364,0.794345,6.58418,-0.445326823062299,0.742654999999999,6.71573,-0.220960580340356,0.543144999999999,6.73089,-0.199160913484648,0.66976,6.75821,-0.155101236975247,0.741669999999999,6.797275,-0.0859346990356982,0.699950000000001,6.814335,-0.0551540721183263,0.514965,6.87374,0.0435814010867872,0.512429999999998,6.89812,0.0759181489637736,0.522955,6.901665,0.080187326136358,0.700324999999999,6.90798,0.0880831717494123,0.482500000000002,6.91619,0.0987486183164151,0.454930000000001,6.92182,0.106209722655399,0.718805,6.95469,0.147863087091324,0.582445,6.96304,0.156757136830482,0.67315,6.963045,0.156762199847123,0.611045000000001,6.994965,0.190958891660184,0.5456,7.00381,0.200680815901314,0.725455,7.01492,0.212717231063495,0.578105000000001,7.05189,0.248494978127554,0.447095000000001,7.070625,0.26368999300453,0.701699999999999,7.0799,0.271872552172961,0.568940000000001,7.085395,0.276911124508726,0.502755000000001,7.132425,0.322422860273128,0.664835,7.16661,0.352797053167362,0.677244999999999,7.208125,0.37798188089976,0.524484999999999,7.295375,0.392924130407985,0.763010000000001,7.33955,0.38851304157478,0.644604999999999,7.38462,0.377599267760401,0.667619999999999,7.44651,0.354712906889895,0.748519999999999,7.49532,0.332449287043778,0.720904999999998,7.628165,0.268632095234224,0.554079999999999,7.66288,0.251602198091135,0.870090000000001,7.73085,0.20827430481155,0.517354999999998,7.82346,0.133521556853806,0.537479999999999,7.87169,0.0901252582920537,0.65448,8.143685,-0.143090864350259,0.673390000000001,8.22433,-0.197794975058464,0.560210000000001,8.29844,-0.251127566782024,0.486370000000001,8.532735,-0.434591902874698,0.699884999999998,8.73797,-0.606543000610018,0.6463,8.789105,-0.650004968952074,0.576350000000001,9.02329,-0.847041172916263,0.653189999999999,9.476745,-1.23815634664395,0.556384999999999,9.48404,-1.2447360170974,0.700175000000002,9.586255,-1.33788788454698,0.590050000000002,10.133425,-1.86708901223262,0.682950000000002,10.16902,-1.90330323184606,0.603760000000001,"DavidLee"
"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","abbrName"
5.45251,-1.33293406801993,0.523465000000002,5.631825,-1.32671788045331,0.756029999999999,5.71469,-1.31545776855809,0.769895000000002,5.776565,-1.30352588628387,0.59648,5.821205,-1.29302598090293,0.661010000000001,5.901885,-1.2699833034525,0.795559999999998,6.07282,-1.20359900453003,0.616209999999999,6.12516,-1.17866676284183,0.462700000000002,6.220705,-1.12790580005937,2.087135,6.285305,-1.08989921868808,0.780374999999999,6.33243,-1.06037555181043,0.728805000000001,6.38237,-1.02704247233219,0.69558,6.435185,-0.98862114537801,0.70693,6.566955,-0.880838740251359,0.837215,6.66365,-0.793619313107059,0.525880000000001,6.69904,-0.760514197780682,0.718889999999998,6.750675,-0.711434667082764,0.346654999999998,6.810635,-0.652221437280902,-0.809915,6.884675,-0.572035521053953,0.761225,7.035115,-0.398691092128022,0.70121,7.068895,-0.360324163726675,1.064975,7.083455,-0.344065484106166,0.703220000000002,7.115265,-0.30904261448457,0.615500000000001,7.1312,-0.290864000860691,0.580425000000002,7.16512,-0.250334641931435,0.54505,7.22663,-0.173134285719238,0.723675,7.28778,-0.0964289335754688,0.694220000000001,7.347115,-0.0273340738957665,0.620284999999999,7.365545,-0.00736142361846517,0.656614999999999,7.38434,0.0140289716739983,0.529655000000002,7.43591,0.0763902079920092,-0.701315000000001,7.472385,0.120655602013565,0.627835000000001,7.50772,0.160842740841365,0.691459999999999,7.534,0.187581349221763,0.53172,7.567345,0.220496434479648,0.56034,7.6129,0.266908156137814,0.824185,7.63534,0.28909206519823,0.701329999999999,7.6597,0.311788235351326,0.523340000000001,7.683745,0.332087591117763,0.694855,7.69751,0.342499911710034,0.817035000000001,7.744595,0.375546057984263,0.532035,7.78236,0.400168662740568,0.541105000000002,7.80854,0.416022956757014,0.599350000000001,7.84378,0.43552566812726,0.570820000000001,7.89812,0.460762861013068,0.607185000000001,7.908285,0.464753001951647,0.54766,7.94138,0.476185123855658,0.480715,7.96043,0.481774408053971,0.684640000000002,8.021835,0.495669199221827,0.730425,8.05171,0.50058782971724,0.628595000000001,8.08004,0.504421051978934,0.490915000000001,8.106015,0.506788626076449,0.630334999999999,8.1381,0.507736863361212,0.593904999999999,8.157035,0.507392172938615,0.754995000000001,8.25275,0.497987981127908,0.448445,8.304955,0.489555843323132,0.436235,8.357865,0.477611521890446,0.703254999999999,8.382145,0.469965766104987,0.583055000000002,8.437595,0.448148489081056,0.498555,8.49263,0.421605628069489,0.576000000000001,8.59712,0.362629732243255,0.511420000000001,8.735525,0.280678662239387,0.454350000000002,8.763645,0.263988689243511,0.556135000000001,8.86339,0.19379816422805,0.439070000000001,8.93099,0.140559451813587,0.455549999999999,8.95593,0.120579914136454,0.576029999999999,9.017155,0.0722561592435398,0.531300000000002,9.1839,-0.0591445647887942,0.501085,9.32469,-0.188201051263894,0.364425000000001,9.431965,-0.290931660228362,0.49756,9.51352,-0.367871734304095,0.30977,9.552555,-0.403560594733139,0.415289999999999,9.617335,-0.460253076774088,0.456610000000001,9.7131,-0.543054974421331,0.438524999999998,9.794545,-0.615530125351831,0.511955,9.951825,-0.755915179979454,0.464514999999999,9.978745,-0.779483755572223,0.485320000000002,10.06238,-0.850879153903267,0.287320000000001,10.11994,-0.898232619970683,0.444520000000001,10.19268,-0.957884160601997,0.480595000000001,10.226175,-0.985335969861941,0.410805,10.380985,-1.11169653899083,-0.0101799999999983,10.52483,-1.22762077919223,0.376795000000001,10.64326,-1.32133272220226,0.46322,10.703345,-1.36810972843638,0.50807,10.759615,-1.41142842553038,0.153175000000001,10.82642,-1.46227825186453,0.392569999999999,10.959195,-1.56162693008794,0.42464,11.168605,-1.71433174536482,0.408529999999999,11.39469,-1.87496570319805,0.424320000000002,"DeandreJordan"
"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","abbrName"
